names	scores	logfoldchanges	pvals	pvals_adj	pct_nz_group
PCCA	8.237853	0.8941351	1.753277715611791e-16	9.386259380961866e-15	0.9582027168234065
SLC35F2	8.236288	0.8947497	1.7763599749549091e-16	9.471407842219176e-15	0.9031696273075583
GNGT1	8.218381	0.9764071	2.0626854009260154e-16	1.095381404157753e-14	0.8721699756182515
INPP4A	8.1741295	0.90591216	2.980099186222252e-16	1.569935285867543e-14	0.9355625217694183
PPP2R2A	8.128045	0.95451736	4.36269559563673e-16	2.2577377422674553e-14	0.791710205503309
NCOA1	8.122929	0.9941039	4.550668050001684e-16	2.3458160516346572e-14	0.7962382445141066
ETNK1	8.110711	0.8550541	5.0324520867626e-16	2.5840760296872623e-14	0.8843608498780913
USP34	8.107885	0.8179225	5.150829944477181e-16	2.63460958768578e-14	0.9686520376175548
HYCC1	8.106205	0.9328353	5.222513215826479e-16	2.6661081490388444e-14	0.9320794148380356
EIF4G3	8.102883	0.85645825	5.367156330817261e-16	2.734659402302316e-14	0.9425287356321839
RBM39	8.08028	0.70063573	6.461796515631498e-16	3.260921518873081e-14	0.9770114942528736
HECTD4	8.04607	0.9223249	8.549486541738252e-16	4.273609816213972e-14	0.8944618599791013
ASCC3	8.033547	0.8119106	9.469437474196092e-16	4.724515373468005e-14	0.9390456287008011
ENSG00000289474	8.030836	0.9469647	9.681059396643393e-16	4.8209849180303594e-14	0.9965168930686172
CHD6	8.016976	0.9312712	1.0837991037895733e-15	5.386950988007196e-14	0.8261929641239986
TBCK	8.010333	0.9440867	1.1439832106610332e-15	5.6754039246196714e-14	0.8463949843260188
TNPO1	7.9967785	0.87507313	1.2771650039698738e-15	6.312399990594921e-14	0.8895855102751654
USP15	7.9836063	0.8319432	1.421188770488629e-15	7.011109386823624e-14	0.9508881922675027
ARFGEF1	7.980399	0.903905	1.4586096196451403e-15	7.182291733450409e-14	0.8439568094740508
SP3	7.9652796	0.8793594	1.6485091259087141e-15	8.097188140097019e-14	0.8874956461163358
UBE2K	7.9579487	0.91636217	1.749149527849234e-15	8.564991370783828e-14	0.8359456635318704
FOXO3	7.9460363	0.91041374	1.9257424319604246e-15	9.412244445691016e-14	0.8861024033437827
CDV3	7.9432487	0.8235897	1.9695310701194234e-15	9.608472002525312e-14	0.9181469871125043
GLCCI1	7.8956757	0.9325393	2.8874720989782452e-15	1.3881430074377565e-13	0.9442702890978754
LINC-PINT	7.8801355	0.8269163	3.2702554348062112e-15	1.566458288400006e-13	0.9808429118773946
STK39	7.8697505	0.9592901	3.553490969416921e-15	1.6990450571706667e-13	0.7582723789620341
LINC02315	7.830653	0.95501876	4.853416915319941e-15	2.291524734276193e-13	0.8627655869035179
ENSG00000290523	7.7965574	0.76870817	6.3618795775411845e-15	2.9823994261109146e-13	0.9585510275165448
KPNA1	7.7866306	0.9655292	6.8819817229730964e-15	3.214799002025291e-13	0.7171717171717171
SNX13	7.77342	0.9582945	7.639496333356206e-15	3.549810329687858e-13	0.7666318355973528
ATXN7	7.750435	0.9994717	9.157831873510052e-15	4.232971219571818e-13	0.6802507836990596
SLMAP	7.7464643	0.8130071	9.44866857581571e-15	4.3597676524738466e-13	0.8749564611633577
ADNP	7.735659	0.91833246	1.0286891603105626e-14	4.738253579070974e-13	0.8122605363984674
ENSG00000233928	7.7338643	0.92797804	1.0433015366514765e-14	4.797187710251293e-13	0.9366074538488331
ZDHHC17	7.6987	0.99425083	1.3745776324337757e-14	6.255039216004249e-13	0.7370254266805991
ZC3H13	7.6819763	0.87318295	1.5665264486835652e-14	7.116236240981985e-13	0.8575409265064438
KAT6B	7.6750655	0.9237116	1.6533390531026166e-14	7.497693750607795e-13	0.8115639150121908
CAMK1D	7.574917	0.7249673	3.5935742283661e-14	1.6021149427240959e-12	0.9759665621734587
ZNF148	7.540516	0.8605822	4.6811586157696226e-14	2.0626013246411963e-12	0.8805294322535702
MKLN1	7.526007	0.8369555	5.231549161253474e-14	2.297442213194059e-12	0.8871473354231975
UBR5	7.492408	0.8189986	6.762140773559304e-14	2.9419617992733517e-12	0.9602925809822361
DIP2B	7.479235	0.8690484	7.475626147119986e-14	3.239806254530998e-12	0.778126088470916
DYRK1A	7.4676285	0.8903661	8.165304820824281e-14	3.5213544139871773e-12	0.8446534308603274
ENSG00000283674	7.463161	0.92692137	8.447089169438626e-14	3.636933514665475e-12	0.7910135841170324
TASP1	7.4604883	0.8964965	8.620225381423975e-14	3.705433363060635e-12	0.7777777777777778
UBE3A	7.4581213	0.891081	8.776484317613096e-14	3.76646748934573e-12	0.76314872866597
ASAP1	7.4178786	0.82285714	1.190111456979732e-13	5.074412226828121e-12	0.9310344827586207
XRN1	7.401308	0.86353475	1.348495396266386e-13	5.7010883604162235e-12	0.8909787530477186
FNBP1	7.392603	0.95718545	1.4398216281615447e-13	6.0607993990538514e-12	0.8039010797631487
USP9X	7.3687396	0.8076477	1.7224869967306358e-13	7.204690856531168e-12	0.8258446534308603
THADA	7.359958	0.8825328	1.8396810202235558e-13	7.682705880816505e-12	0.8530128874956461
ELMO1	7.3570943	0.71544284	1.8795639940315756e-13	7.836861373534813e-12	0.9623824451410659
CAPRIN1	7.3513675	0.83933043	1.9618951319949878e-13	8.16723946667882e-12	0.7812608847091606
OLA1	7.3498783	0.78500706	1.9838752078833548e-13	8.245735175065415e-12	0.9334726576105886
TAF7	7.3389583	0.99262816	2.1526240913208732e-13	8.89111230707853e-12	0.6924416579588993
MT-ND1	7.318837	0.3866466	2.501290504040946e-13	1.0266961162232144e-11	0.997561825148032
ZMYM2	7.316088	0.8210618	2.553041865972346e-13	1.0463110864690703e-11	0.9129223267154302
TPD52	7.30765	0.83344936	2.7185468173680783e-13	1.1089738199504743e-11	0.9111807732497388
UBE2H	7.307268	0.85720104	2.726279865449711e-13	1.1104121063088613e-11	0.8282828282828283
KDM5B	7.304061	0.9262301	2.7920962366131063e-13	1.1354668100605504e-11	0.7506095437129919
CBFA2T2	7.301656	0.9050306	2.8424802875031997e-13	1.1519448513645085e-11	0.7112504353883664
CDC27	7.3015027	0.92988276	2.845709252793012e-13	1.1519448513645085e-11	0.7067223963775688
GTF2I	7.291614	0.8291969	3.062635061660497e-13	1.235965247437393e-11	0.821664925113201
LINC01473	7.2760744	0.96003765	3.4367417251755477e-13	1.3806076765990599e-11	0.7795193312434692
SLC44A1	7.270996	0.97710466	3.5684571878895225e-13	1.4313418018232244e-11	0.7140369209334727
UPF2	7.255686	0.8234816	3.9963200846859234e-13	1.5956864749639272e-11	0.8495297805642633
CDC42	7.2427425	0.9118192	4.3970168853415873e-13	1.7451197993206093e-11	0.7196098920236851
CCNY	7.2364044	0.8734025	4.607364183402263e-13	1.8231208829465654e-11	0.7861372344130965
RELCH	7.2322044	0.91243714	4.752161577140017e-13	1.8747952242968085e-11	0.7422500870776733
PPM1A	7.231708	0.9618216	4.769566474169055e-13	1.8760531736623527e-11	0.68826192964124
VPS13C	7.220139	0.7718479	5.193437566447678e-13	2.0336854256862548e-11	0.9171020550330895
PSMF1	7.215214	0.9223246	5.384927243970593e-13	2.1024317270727196e-11	0.6955764541971439
ENSG00000286481	7.1982617	0.91477495	6.098509374380874e-13	2.370514844153673e-11	0.7972831765935214
SPIDR	7.186731	0.838535	6.636103884212831e-13	2.5643732037485978e-11	0.89272030651341
PTPN2	7.1729093	0.894559	7.342047550543128e-13	2.8247618221790785e-11	0.7056774642981539
MYO1D	7.1722984	0.7496297	7.374894649733177e-13	2.8332692065561534e-11	0.937652385928248
BIRC6	7.1507645	0.7021707	8.629601024071102e-13	3.2961079569943357e-11	0.9860675722744688
SREK1	7.148855	0.79367405	8.750449494323488e-13	3.332620685478785e-11	0.8394287704632533
CSTPP1	7.141601	0.9932902	9.225009740926153e-13	3.503247224349122e-11	0.6492511320097527
MAPKAP1	7.1288867	0.8958912	1.0118400314351011e-12	3.831491240985169e-11	0.774294670846395
HMBOX1	7.1085362	0.8936185	1.172801400935897e-12	4.421963910700161e-11	0.7126436781609196
ZNF827	7.1026945	0.89900774	1.223476551896255e-12	4.5998884094298944e-11	0.7109021246952282
ENSG00000233358	7.092424	0.8901758	1.3178318566357545e-12	4.926563200026553e-11	0.8275862068965517
YAF2	7.0843296	0.85687935	1.3971915965583411e-12	5.201139324113441e-11	0.8153953326367119
WDR35	7.0693245	0.51674896	1.5568988967883153e-12	5.763146224815429e-11	0.9965168930686172
ARMC8	7.062795	0.93050104	1.6318594269394236e-12	6.006926897519137e-11	0.6374085684430512
DIS3L2	7.014458	0.8257108	2.308416492637459e-12	8.380472694660309e-11	0.8188784395680947
AKT3	6.9870825	0.76454663	2.8066126350370724e-12	1.0119525584225881e-10	0.9261581330546848
MRTFA	6.9749026	0.9403512	3.060824840144511e-12	1.0958286412632951e-10	0.6743295019157088
DDX10	6.972879	0.79113984	3.1051935604934865e-12	1.1090037028701568e-10	0.9536746778126088
RFX3	6.9706264	0.9371787	3.155327139810505e-12	1.1253858000137657e-10	0.7161267850923023
ELF2	6.9681067	0.82650775	3.212349574244037e-12	1.1441773591501063e-10	0.7972831765935214
TBL1XR1	6.9658155	0.65068823	3.2650642366988976e-12	1.1613859892074663e-10	0.9808429118773946
UQCC1	6.9596686	0.9004713	3.41074279022547e-12	1.2099426675056565e-10	0.6468129571577848
FBXO38-DT	6.952834	0.83091176	3.5801955014258436e-12	1.2666501322939985e-10	0.8268895855102751
MYCBP2	6.949665	0.6007445	3.66154355537724e-12	1.293696372919297e-10	0.9878091257401602
RBM33	6.931491	0.8148494	4.164280659306657e-12	1.4654381258810745e-10	0.8324625566004876
CLASP1	6.9309564	0.7799719	4.180047973837192e-12	1.4690280449199069e-10	0.8066875653082549
RAD23B	6.9161806	0.8166133	4.6398353017674716e-12	1.626283839569042e-10	0.7697666318355973
MTFR1	6.9097276	0.88970244	4.85584534498555e-12	1.6974877641086573e-10	0.6718913270637409
PSMD1	6.9071317	0.7276815	4.945515043861216e-12	1.7265473353522365e-10	0.9285963079066527
MYH9	6.893539	0.95067924	5.442116718128905e-12	1.8924082548297255e-10	0.6475095785440613
CUL5	6.8828483	0.78230906	5.8667460219711735e-12	2.0325794029772306e-10	0.8568443051201672
USP47	6.870516	0.81194526	6.397012183387157e-12	2.209899771677189e-10	0.756879136189481
ARHGAP30	6.8620777	0.9314773	6.786602228243734e-12	2.341422125621397e-10	0.6509926854754441
CAMSAP2	6.8541746	0.7878915	7.1725504852510684e-12	2.468124184579289e-10	0.7380703587600139
ELOVL5	6.8529525	0.9480565	7.2341025957197155e-12	2.4860634089691464e-10	0.653430860327412
CNOT4	6.827753	0.7905798	8.625479365447422e-12	2.9526884162419427e-10	0.7819575060954371
CSNK1G1	6.8222933	0.8715428	8.959847313534261e-12	3.063176815364116e-10	0.6886102403343782
MIER1	6.8193154	0.9560273	9.147548694132875e-12	3.1233021045827807e-10	0.6119818878439568
UBE4B	6.8184752	0.90678126	9.20118305211762e-12	3.133507410252134e-10	0.7049808429118773
CYTH1	6.8119082	0.87536114	9.63126231382731e-12	3.275746214546961e-10	0.7234413096482062
TANK	6.7980866	0.85684067	1.0601773093487312e-11	3.6011917278817326e-10	0.744339951236503
BABAM2	6.788732	0.8036608	1.1312315903572307e-11	3.827768636448512e-10	0.812957157784744
OSBPL8	6.787358	0.7304379	1.1420578230590566e-11	3.8545181744242557e-10	0.9369557645419715
DIAPH2	6.781898	0.8681607	1.1860732628203314e-11	3.992861176736863e-10	0.7495646116335771
SMYD3	6.773689	0.7343875	1.2553943811674182e-11	4.2154737788997033e-10	0.9582027168234065
LINC02864	6.7722764	0.8445454	1.2677178084409162e-11	4.2514455042161504e-10	0.7628004179728317
LINC01194	6.7639146	0.68728536	1.3431226490478034e-11	4.496462350140874e-10	0.9341692789968652
UBAP2L	6.7605166	0.8256688	1.3750066820498074e-11	4.59374067839754e-10	0.7638453500522466
FHIT	6.7489095	0.79451495	1.4896048097985245e-11	4.964032796087431e-10	0.9282479972135145
MT-CO1	6.745588	0.36706793	1.5240880621904707e-11	5.072541768649823e-10	0.9989550679205852
ENSG00000223727	6.740013	0.99974024	1.583721223353363e-11	5.26437710931553e-10	0.6781609195402298
TNRC6B	6.7394404	0.76628757	1.589975829479446e-11	5.278519756912077e-10	0.9223267154301638
WAC	6.711225	0.7054601	1.929974461919249e-11	6.343439100054139e-10	0.9240682688958551
MBNL2	6.7109957	0.9965225	1.9330072606909e-11	6.345505053658573e-10	0.6179031696273075
SAMD12	6.7048106	0.7838004	2.0166798579793894e-11	6.603750805415636e-10	0.8683385579937304
EHMT1	6.6956472	0.7758877	2.1471947178796024e-11	7.013726508539151e-10	0.7446882619296412
TSPAN5	6.693776	0.9805584	2.1748404747290626e-11	7.095249029607434e-10	0.6318355973528388
KIAA1328	6.6619334	0.92183125	2.702488809892972e-11	8.76250456504978e-10	0.7133402995471961
ZNF644	6.657886	0.7511902	2.7779408944035336e-11	8.985072797302998e-10	0.8620689655172413
SLC25A12	6.63597	0.7841563	3.223751465520612e-11	1.03635167392796e-09	0.7861372344130965
ZEB1	6.6271887	0.7464033	3.421406332840388e-11	1.0972196517941235e-09	0.9703935910832463
ENSG00000267284	6.6271887	0.98962766	3.421406332840388e-11	1.0972196517941235e-09	0.6213862765586904
ATRN	6.6231413	0.9574983	3.516445629074557e-11	1.1263294840796696e-09	0.6199930337861372
SEPTIN7	6.621652	0.6292098	3.552059069941359e-11	1.1363575155510582e-09	0.9453152211772902
OGT	6.618598	0.73311114	3.62622039361768e-11	1.158678387999412e-09	0.8714733542319749
TASOR2	6.6119924	0.70590276	3.7918131769967234e-11	1.2101248510335492e-09	0.9143155694879833
INO80D	6.6111526	0.9116832	3.813394440646241e-11	1.2155425057001962e-09	0.6367119470567747
HDLBP	6.600309	0.8023801	4.10301469955773e-11	1.3062830755781322e-09	0.7408568443051202
SIPA1L1	6.599469	0.8344622	4.126327504704845e-11	1.3121224317069272e-09	0.8749564611633577
FMR1	6.5900764	0.97328824	4.395997888165385e-11	1.3928400031494481e-09	0.5841170323928945
DDX6	6.586373	0.77547497	4.5070066682890986e-11	1.4263000838867408e-09	0.7969348659003831
RNF38	6.5807605	0.9092268	4.680482775870807e-11	1.4776552859277298e-09	0.6356670149773598
STIM2	6.5668626	0.9419977	5.138644398140445e-11	1.6164987079871364e-09	0.5938697318007663
CREBBP	6.565641	0.99744475	5.1809591302813674e-11	1.6278696943513823e-09	0.5579937304075235
DYNC1LI2	6.5646863	0.9612435	5.214254513054109e-11	1.6363831077650073e-09	0.5903866248693835
PAN3	6.560028	0.7623116	5.379762636831996e-11	1.6863191837756162e-09	0.943921978404737
MSC-AS1	6.5580044	0.8538605	5.4532547774653055e-11	1.7053051343796424e-09	0.7526994078718217
SUCLG2	6.5521245	0.7716993	5.6724152284112434e-11	1.769646041648439e-09	0.7934517589690003
PSPC1	6.547505	0.75066364	5.850635171354614e-11	1.820941203744839e-09	0.8355973528387322
PHF3	6.5444503	0.7326045	5.971462082419878e-11	1.8563580534900808e-09	0.8505747126436781
CLYBL	6.540212	0.80839604	6.143160484889472e-11	1.9052460009129007e-09	0.7314524555903866
IFNGR2	6.530476	0.876762	6.556097018563154e-11	2.0309280353396397e-09	0.6520376175548589
TLK1	6.5253596	0.68326277	6.783848723896313e-11	2.099016639739688e-09	0.9000348310693138
CLCN3	6.524787	0.993157	6.809819868961289e-11	2.1045851967388208e-09	0.5649599442702891
GIGYF2	6.5145545	0.71551234	7.290566909586232e-11	2.240045779333055e-09	0.9254615116684082
UBE2D3	6.505697	0.7315054	7.733417368067119e-11	2.3733498208766914e-09	0.8613723441309649
ENSG00000291175	6.491799	0.9875329	8.481753484803395e-11	2.587964389877642e-09	0.5754092650644375
TTC17	6.479924	0.7506808	9.176857210612023e-11	2.7968220826753246e-09	0.8843608498780913
LARP4B	6.4752283	0.7228129	9.466877745883466e-11	2.8785634141371237e-09	0.8463949843260188
CDK8	6.4620175	0.85904944	1.0331611800757596e-10	3.134278508705692e-09	0.6823406478578893
UHMK1	6.461483	0.793784	1.0368179911429441e-10	3.1417608771797615e-09	0.6990595611285266
KCMF1	6.449227	0.7852338	1.124221358089966e-10	3.394916968428887e-09	0.7694183211424591
TDRD3	6.447776	0.7933073	1.1350332439027603e-10	3.4236494178657774e-09	0.7621037965865552
CWC27	6.4324656	0.73868245	1.255505691956775e-10	3.756979787734145e-09	0.7704632532218739
FOXK2	6.43174	0.7952862	1.2615137946887585e-10	3.7664178261561545e-09	0.7115987460815048
SFMBT2	6.4296403	0.7580294	1.2790645214567635e-10	3.814502815232583e-09	0.9696969696969697
ANKH	6.4242563	0.7966639	1.3251555476802136e-10	3.943047392325127e-09	0.7405085336119819
STIM1	6.423951	0.80599564	1.327818748488482e-10	3.946522548294652e-09	0.7349355625217694
RAPGEF1	6.4191785	0.75473297	1.370117041989049e-10	4.067660190013158e-09	0.8185301288749565
TOX2	6.4185295	0.8308575	1.3759703858185097e-10	4.080447909315498e-09	0.7147335423197492
LINC01239	6.415704	0.85589075	1.401735645194864e-10	4.1521895492287366e-09	0.6900034831069314
ZNF107	6.4146733	0.9863416	1.4112533951805157e-10	4.175696284641183e-09	0.5977011494252874
VPS41	6.4052043	0.76214325	1.5016822635894736e-10	4.438286672219146e-09	0.711947056774643
MAP2K4	6.403295	0.89985925	1.520587971585275e-10	4.489136278976528e-09	0.6436781609195402
XPC	6.389703	0.96404403	1.6620852417876403e-10	4.895916940457723e-09	0.5680947405085336
ATP6V1H	6.38913	0.82542443	1.66832144651615e-10	4.908808019832859e-09	0.6590038314176245
TPP2	6.38745	0.6689167	1.6867465004653468e-10	4.957494475142751e-09	0.9470567746429815
BTBD9	6.363587	0.991047	1.9709572259808953e-10	5.7735265333311614e-09	0.5851619644723093
NIPBL	6.3596544	0.663165	2.0220829528825967e-10	5.9167223254357394e-09	0.9613375130616509
SUMF1	6.3533163	0.72492313	2.107218364687667e-10	6.159004905780906e-09	0.9237199582027168
AGO3	6.345871	0.8265656	2.2117053721860237e-10	6.457249987622315e-09	0.7077673284569836
MGAT5	6.336822	0.99064726	2.3455256877268933e-10	6.832832171763344e-09	0.5879484500174156
HNRNPLL	6.331897	0.8251078	2.421655454631646e-10	7.023599166383849e-09	0.7324973876698014
HDAC8	6.330637	0.73715293	2.4415149604969847e-10	7.073425285663766e-09	0.824103099965169
MTRR	6.328766	0.7950627	2.471297088890474e-10	7.151857902092794e-09	0.7168234064785789
SNHG25	6.323268	0.8886566	2.560888523623004e-10	7.394915842886427e-09	0.5677464298153954
WDR70	6.3179607	0.66988486	2.650374267534824e-10	7.644953884485968e-09	0.9212817833507488
REEP5	6.316586	0.9515187	2.6740438845138057e-10	7.69640569727076e-09	0.5604319052594915
PI4KB	6.3105536	0.8522503	2.780391563341941e-10	7.993777182057063e-09	0.6391501219087427
PIBF1	6.3050556	0.741602	2.8809063752750255e-10	8.255783057832112e-09	0.8906304423545803
ZDHHC20	6.298641	0.81281835	3.0026632605935424e-10	8.576763142515732e-09	0.6677115987460815
USP48	6.295854	0.73676467	3.0571224136949167e-10	8.722879120502695e-09	0.8000696621386276
TRAPPC8	6.293296	0.7985581	3.107953546649785e-10	8.858338872216823e-09	0.6760710553814002
PTPN4	6.292876	0.847711	3.116377450054656e-10	8.87276699452994e-09	0.6889585510275166
COP1	6.291463	0.7592597	3.14487633845149e-10	8.944258750080838e-09	0.724486241727621
DENND4A	6.2730217	0.7256443	3.5410763153466237e-10	1.0038628054881143e-08	0.9129223267154302
CPLANE1	6.2659583	0.86326617	3.705397923947971e-10	1.047329079266407e-08	0.6304423545802856
CDK14	6.26592	0.9300784	3.706306066134294e-10	1.047329079266407e-08	0.6189481017067224
SCAF11	6.2631326	0.6560795	3.7731906410190506e-10	1.0650889902504366e-08	0.920236851271334
DIXDC1	6.259773	0.9189614	3.8553861832381454e-10	1.0871282856218416e-08	0.6158133054684779
TMEM87A	6.258513	0.83798814	3.8866580023490913e-10	1.0936094313006351e-08	0.6621386276558691
RFFL	6.2558403	0.7612433	3.953814078461641e-10	1.1113207132357625e-08	0.7662835249042146
WDR75	6.252824	0.8538388	4.0309654610395504e-10	1.1305979958896584e-08	0.6227795193312434
HERC4	6.2443857	0.78637254	4.254683353270702e-10	1.1882947909298798e-08	0.6694531522117729
VRK2	6.2420187	0.83126086	4.319593094920201e-10	1.2038756130330398e-08	0.6300940438871473
PIK3C3	6.2392316	0.77054244	4.397258735236711e-10	1.2242283734082544e-08	0.7286659700452804
AHCYL2	6.232168	0.837868	4.600237409853943e-10	1.2776330002328365e-08	0.670846394984326
NR6A1	6.231328	0.77700007	4.6249754937897983e-10	1.2822161576427957e-08	0.7760362243120864
ZFAND6	6.227739	0.7337504	4.732145151062898e-10	1.3105509650787312e-08	0.8766980146290491
PRKCA	6.225754	0.9541376	4.792467770976047e-10	1.3258658477921468e-08	0.6384535005224661
MAP2K5	6.215712	0.89671284	5.109244162249289e-10	1.4090729485292108e-08	0.6088470916057123
EPC2	6.212199	0.7866399	5.224808494103972e-10	1.4394401939967237e-08	0.643329850226402
SCARB2	6.2101755	0.8569834	5.292537526372009e-10	1.4554154909476574e-08	0.6137234413096482
SP140L	6.2101374	0.8165363	5.293823632439476e-10	1.4554154909476574e-08	0.6663183559735284
TBCEL	6.205212	0.8846159	5.462313987441864e-10	1.5001753701410313e-08	0.6091954022988506
BCAS3	6.2008977	0.6640654	5.614197401239434e-10	1.538686521400959e-08	0.9446185997910136
DENND1A	6.2005157	0.7271178	5.627835189292933e-10	1.5408242131847344e-08	0.7770811563915012
LINC02428	6.1907797	0.7488908	5.986729094649949e-10	1.632311373916282e-08	0.9049111807732497
MPC1	6.188947	0.99691135	6.056739462487788e-10	1.6496958166505695e-08	0.5346569139672588
CDK13	6.186847	0.69773203	6.137941997934202e-10	1.6695819425474795e-08	0.8355973528387322
FOXP1	6.186733	0.8013409	6.142401645184719e-10	1.6695819425474795e-08	0.6973180076628352
MRPS28	6.1775312	0.837378	6.511179082800998e-10	1.7661824206820835e-08	0.6593521421107628
ATXN1	6.1742854	0.7648214	6.646329420515873e-10	1.800991503035682e-08	0.9348659003831418
SMARCAD1	6.173484	0.73687696	6.680138828969869e-10	1.8082964524410435e-08	0.7314524555903866
ACTR3	6.1626787	0.7292282	7.152458560735443e-10	1.9321887286948878e-08	0.8477882270985719
DDX17	6.1531715	0.6867141	7.594858061687661e-10	2.0475085681524255e-08	0.8735632183908046
ENSG00000235450	6.1405334	0.88370264	8.22447196668798e-10	2.2104734075030125e-08	0.6311389759665622
PPP6R3	6.1400757	0.7147618	8.248229008753515e-10	2.2146033390440647e-08	0.8136537791710206
EIPR1	6.135303	0.70627534	8.499712282780626e-10	2.2774914343089246e-08	0.8185301288749565
ENSG00000228655	6.1294994	0.9710681	8.815604907826166e-10	2.357348128999554e-08	0.5287356321839081
CHROMR	6.124841	0.82824385	9.077406832334048e-10	2.424898770503973e-08	0.6074538488331592
IGSF1	6.1227794	0.7515121	9.195692881267902e-10	2.4540133692143953e-08	0.7603622431208638
ATG7	6.117434	0.7317994	9.509404502887387e-10	2.5351688186334024e-08	0.7882270985719262
RPRD1B	6.107316	0.89984715	1.0132040387021596e-09	2.690291166344678e-08	0.5545106234761407
CHM	6.1047583	0.94385296	1.029565273550035e-09	2.7282446049002082e-08	0.5513758272378962
NCOA6	6.0968165	0.8520182	1.0820167126001976e-09	2.8643597889324987e-08	0.6523859282479972
NFE2L3	6.092387	0.7707652	1.1123908176005524e-09	2.941816718329798e-08	0.7105538140020898
NAP1L4	6.0894475	0.7700013	1.1330103270294038e-09	2.993347503632338e-08	0.6948798328108673
MRPS6	6.0876913	0.7372364	1.1455057799391029e-09	3.023333404993274e-08	0.6739811912225705
ZNF654	6.0862784	0.7663432	1.1556538732664212e-09	3.047070197514551e-08	0.6847788227098572
